제목,시작일,종료일,장소,이미지 URL
수묵사유展,2025.04.01.,2025.05.28.,별밤미술관 in 첨단,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250324_292%2F1742794567577VOp5U_JPEG%2F360_main_thumb_url_1742794567547.jpg
묘한 시선,2025.03.19.,2025.04.22.,라이크디즈위드 김광석거리점,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250319_68%2F1742361714513FY5Wy_JPEG%2F360_main_thumb_url_1742361714496.jpg
하이터치,2025.03.18.,2025.04.29.,북구예술창작소 소금나루2014,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250319_247%2F1742356292438aY5zT_JPEG%2F360_main_thumb_url_1742356292376.jpeg
모든 드로잉 : All Drawings,2025.03.18.,2025.04.19.,청문당,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250317_201%2F1742182748753QnB6r_JPEG%2F360_main_thumb_url_1742182748740.jpg
한국추상미술 하이라이트,2025.02.27.,2025.04.13.,대구문화예술회관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250314_223%2F1741920097722ijvjn_JPEG%2F360_main_thumb_url_1741920097683.jpg
"금 밟고, 폴짝!",2025.03.25.,2025.06.22.,대전시립미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250311_76%2F1741685163054H2XSg_PNG%2F360_main_thumb_url_1741685163034.png
공백을 채우십시오,2025.03.25.,2025.05.06.,대전창작센터,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250306_298%2F1741250457043i7xUh_JPEG%2F360_main_thumb_url_1741250457025.jpg
"어제의 형태, 오늘의 시선",2025.03.11.,2025.04.25.,수창청춘맨숀,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250306_154%2F1741245554122Efga0_JPEG%2F360_main_thumb_url_1741245554099.jpg
깨어_나오다,2025.03.05.,2025.04.30.,송정작은미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250305_123%2F1741146761135Xvjtv_PNG%2F360_main_thumb_url_1741146761102.png
URBAN PALETTE,2025.03.05.,2025.04.26.,갤러리여울,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250228_251%2F17407209830741BOEg_PNG%2F360_main_thumb_url_1740720983062.png
"Papier Sculpté, Sculpture Pliée / Sculpted Paper, Folded Sculpture",2025.03.06.,2025.04.19.,우손갤러리 대구,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250228_291%2F1740710948107qXbIJ_JPEG%2F360_main_thumb_url_1740710948043.jpg
대구미술 1980-1989: 형상의 소환,2025.02.25.,2025.06.22.,대구미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250228_144%2F1740709854805lS4P9_PNG%2F360_main_thumb_url_1740709854766.png
BRUTALIST 브루탈리스트,2025.03.12.,2025.04.12.,갤러리 전,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250227_49%2F1740641642822fDpbU_JPEG%2F360_main_thumb_url_1740641642800.jpg
이성경 : 흐름선,2025.02.25.,2025.04.12.,갤러리CNK,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250225_120%2F1740448687057bQ2VN_PNG%2F360_main_thumb_url_1740448687026.png
"巳이언스, Science!",2025.02.18.,2025.04.20.,국립대구과학관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250219_132%2F1739946245024tpWiE_JPEG%2F360_main_thumb_url_1739946244992.jpg
불멸의 화가 반 고흐,2025.03.25.,2025.06.22.,대전시립미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250205_74%2F17387193510423I6E8_JPEG%2F360_main_thumb_url_1738719351001.jpg
'이강하'의 아! 광주,2025.01.21.,2025.04.30.,이강하미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250122_221%2F1737516268835tQC6O_PNG%2F360_main_thumb_url_1737516268763.png
Who is Banksy,2025.03.07.,2025.06.01.,대전엑스포시민광장,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250121_126%2F1737439788051R87el_JPEG%2F360_main_thumb_url_1737439788035.jpg
"동백, 시간의 얼굴",2025.03.28.,2025.05.25.,전남도립미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250409_271%2F1744181776225GxU0K_JPEG%2F360_main_thumb_url_1744181776201.jpg
"신화의 땅, 서사의 나라",2025.04.05.,2025.07.27.,평화랑,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250408_110%2F17440818135401o0H0_PNG%2F360_main_thumb_url_1744081813458.png
사라진 이야기,2025.04.04.,2025.06.22.,시안미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250404_159%2F1743749082808UtzA9_JPEG%2F360_main_thumb_url_1743749082695.jpg
Paradise of colour 색채의 낙원,2025.04.01.,2025.05.31.,모산조형미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250402_159%2F1743573924145NOeki_PNG%2F360_36712132_main_thumb_url_1743573924091.png
Three different thinking,2025.04.01.,2025.06.30.,한전KDN,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250401_268%2F174347571241331UtN_JPEG%2F360_main_thumb_url_1743475712405.jpg
ARA BEGINNING : 구룡포에서 피어나다,2025.03.27.,2025.07.02.,구룡포생활문화센터 아라예술촌,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250328_144%2F1743133475214rI36j_JPEG%2F360_main_thumb_url_1743133475188.jpg
우연의 숲 A Forest of Coincidence,2025.03.31.,2025.05.16.,우민아트센터,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250326_292%2F1742967936682p0g62_JPEG%2F360_main_thumb_url_1742967936651.jpg
안미자 초대전,2025.04.05.,2025.05.30.,갤러리보이드,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250326_268%2F1742961674476SrYeV_JPEG%2F360_main_thumb_url_1742961674372.jpg
이곳은 꽃들이 있는 세상이다,2025.03.27.,2025.06.24.,아미미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250325_46%2F1742881105678aaRmg_JPEG%2F360_main_thumb_url_1742881105665.jpg
Play & Pause,2025.03.29.,2025.06.15.,KT&G 상상마당 춘천 아트센터,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250321_43%2F17425258222250Ju0V_PNG%2F360_main_thumb_url_1742525822176.png
"꽃, 걸음",2025.03.04.,2025.05.30.,다가여행자도서관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250317_74%2F1742199166352zb8IO_JPEG%2F360_main_thumb_url_1742199166296.jpg
사라진 문을 두드릴 때,2025.03.28.,2025.05.25.,전남도립미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250317_247%2F1742190260364T6WOX_JPEG%2F360_main_thumb_url_1742190260309.jpg
래리 피트먼 : 거울&은유,2025.03.18.,2025.06.15.,전남도립미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250317_225%2F1742190041320SGvVL_JPEG%2F360_main_thumb_url_1742190041181.jpg
"S.E.T : 별, 몸, 구의 순환적 생태",2025.03.11.,2025.06.01.,아트리움 모리,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250314_174%2F1741922201439VwTBn_PNG%2F360_main_thumb_url_1741922201301.png
청주시립미술관소장품 2023-2024 : 특별할 것,2025.02.27.,2025.04.27.,청주시립미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250312_227%2F1741749311130fn7kO_JPEG%2F360_main_thumb_url_1741749311097.jpg
"너와 나, 우리를 잇는",2025.03.11.,2025.05.25.,천안시립미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250311_171%2F1741663490746wXpuT_JPEG%2F360_main_thumb_url_1741663490728.jpg
몽당연필 이야기 : 작아질수록 더 커지는 기억,2025.03.04.,2025.04.11.,전주시새활용센터 다시봄,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250311_195%2F1741660693535JcqmY_JPEG%2F360_main_thumb_url_1741660693526.jpg
최힘찬 : 아직,2025.04.03.,2025.05.31.,sp.red coffee,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250310_84%2F1741596640568z3rOl_JPEG%2F360_main_thumb_url_1741596640471.jpg
이이수 : 푸른별 이야기,2025.03.13.,2025.05.18.,당림미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250310_100%2F1741595548292ynhI5_JPEG%2F360_main_thumb_url_1741595548267.jpg
화양연화,2025.03.07.,2025.05.30.,한국민화뮤지엄,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250310_74%2F1741585999682zIKw5_JPEG%2F360_main_thumb_url_1741585999545.jpg
실로 어마어마한 일이다,2025.03.14.,2025.06.15.,경남도립미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250314_68%2F1741933062691YLXLH_JPEG%2F360_36591261_main_thumb_url_1741933062554.jpg
더하고 나누고,2025.03.14.,2025.06.15.,경남도립미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250307_24%2F1741319265939oKka9_JPEG%2F360_main_thumb_url_1741319265910.jpg
Sprout : 봄을 틔우다,2025.03.04.,2025.06.02.,갤러리 이서,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250305_68%2F1741159933688JSQRz_PNG%2F360_main_thumb_url_1741159933612.png
박수근미술관창작스튜디오 제19기 결과보고 개인전,2025.02.28.,2025.05.06.,양구군립박수근미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250226_159%2F1740534409588kAQly_JPEG%2F360_main_thumb_url_1740534409548.jpg
꽃들이 말하다,2025.02.25.,2025.04.20.,영암군립하정웅미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250225_257%2F1740463213516SvVrs_PNG%2F360_main_thumb_url_1740463213395.png
지필묵 삼총사,2025.03.04.,2025.06.01.,영암군립하정웅미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250225_106%2F1740462912297VgP8U_PNG%2F360_main_thumb_url_1740462912286.png
냠냠,2025.02.25.,2025.05.25.,GS칼텍스 예울마루,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250225_159%2F1740450192052khg8a_PNG%2F360_main_thumb_url_1740450192027.png
청보리의 꿈,2025.02.25.,2025.04.20.,영암군립하정웅미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250224_290%2F1740384947478hviDr_JPEG%2F360_main_thumb_url_1740384947467.jpg
"조각된 시간, 빛의 흔적",2025.02.25.,2025.05.18.,영암군립하정웅미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250224_145%2F1740384689651IK8hd_JPEG%2F360_main_thumb_url_1740384689622.jpg
떠오르는 섬,2025.02.25.,2025.04.27.,아트리움 모리,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250224_74%2F1740376128426jYI0l_JPEG%2F360_main_thumb_url_1740376128397.jpg
"토림 김종현 사계산수(四季山水), 자연을 그리다.",2025.02.18.,2025.04.20.,정읍시립박물관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250214_177%2F1739502409510bVt6f_PNG%2F360_main_thumb_url_1739502409381.png
세번째 스므살,2025.02.22.,2025.04.30.,한예국 Art Company,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250210_43%2F1739156902295aGMFg_PNG%2F360_main_thumb_url_1739156902187.png
"박수철, 오래된 꿈",2025.01.21.,2025.05.11.,포항시립미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250204_159%2F1738661152939Xrog6_JPEG%2F360_main_thumb_url_1738661152921.jpg
오를랑 하이브리드: 아티스틱 인텔리전스,2025.01.21.,2025.05.11.,포항시립미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250204_142%2F1738660848413OyeCP_JPEG%2F360_main_thumb_url_1738660848401.jpg
"집안과 마을의 수호신, 뱀",2025.02.18.,2025.05.04.,제주민속자연사박물관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250227_120%2F1740645767924VEN7l_JPEG%2F360_main_thumb_url_1740645767911.jpg
이영란의 감성체험 가루나무모래흙 서울,2024.11.30.,2025.07.13.,유니버설아트센터,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20230905_162%2F1693882728704DJ08u_JPEG%2F360_14285241_main_thumb_url_1693882728681.jpg
정성을 담은 보자기,2025.03.19.,2025.08.14.,코리아나화장박물관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250319_198%2F1742366909108zMjKz_PNG%2F360_main_thumb_url_1742366909087.png
카와시마 코토리 : 사란란,2025.02.26.,2025.10.12.,석파정 서울미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250227_157%2F1740643144710dyU5l_PNG%2F360_main_thumb_url_1740643144670.png
쿠푸왕의 피라미드,2025.03.27.,2025.09.28.,전쟁기념사업회 전쟁기념관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250314_38%2F1741920442230mEixt_JPEG%2F360_36552353_main_thumb_url_1741920442200.jpg
김환기_The Duet 듀엣,2024.12.06.,2025.07.27.,환기미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250221_84%2F1740108223952149d4_PNG%2F360_main_thumb_url_1740108223824.png
생이 깃든 소나무: 이길래,2025.02.26.,2025.06.30.,성북구립미술관 거리갤러리,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250219_64%2F1739946564214In9v3_JPEG%2F360_main_thumb_url_1739946564171.jpg
책 속에 꽃 핀 사랑,2025.01.23.,2025.08.31.,송파책박물관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250131_65%2F1738306180048VH5V6_JPEG%2F360_main_thumb_url_1738306179994.jpg
워너 브롱크호스트 : 온 세상이 캔버스,2025.03.21.,2025.09.14.,그라운드시소 서촌,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250214_195%2F1739499185309M6G0e_JPEG%2F360_36397077_main_thumb_url_1739499185289.jpg
아트 오브 럭셔리 Art of Luxury,2025.01.18.,2025.06.01.,석파정 서울미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250120_114%2F1737351240140mo0fP_JPEG%2F360_main_thumb_url_1737351240049.jpg
"인간, A.I를 만나다 : Harmony of Minds. Update",2025.01.03.,2025.06.30.,미디어 아트 갤러리 언더독 뮤지엄,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250106_38%2F1736127291302pkAbY_JPEG%2F360_main_thumb_url_1736127291212.jpg
영원한 것들: 누구를 위해서가 아니라 스스로 존재한 것들,2024.12.06.,2025.07.27.,환기미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250220_144%2F1740024337598llPaD_JPEG%2F360_36332494_main_thumb_url_1740024337588.jpg
"멀리서 손바닥으로, 반짝",2024.12.17.,2025.08.17.,서울시립 북서울미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241219_269%2F1734595699118IDWAn_JPEG%2F360_main_thumb_url_1734595699095.jpg
DDP 10주년 기념 오픈큐레이팅 아카이브 기획전,2024.12.23.,2025.05.31.,동대문디자인플라자,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241218_164%2F1734509000478ChqFz_JPEG%2F360_main_thumb_url_1734509000467.jpg
이강소 : 風來水面時 풍래수면시,2024.11.01.,2025.04.13.,국립현대미술관 서울,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241125_183%2F17325203165346aQme_PNG%2F360_main_thumb_url_1732520316525.png
프로젝트 해시태그 2024,2024.11.15.,2025.04.27.,국립현대미술관 서울,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241122_131%2F1732266088178diMtT_PNG%2F360_main_thumb_url_1732266088169.png
손으로 빚어낸 팔레트,2024.10.31.,2025.05.02.,서울공예박물관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241121_251%2F1732160611878zIbru_JPEG%2F360_main_thumb_url_1732160611718.jpg
시네마 천국 이머시브 특별전,2024.12.20.,2025.05.11.,시네마천국 이머시브 특별전,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250401_118%2F1743476358559oe5AB_JPEG%2F360_35827069_main_thumb_url_1743476358440.jpg
내셔널지오그래픽 사진전,2024.12.05.,2025.04.20.,MUSEUM 209,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241202_185%2F1733105453494uJOB7_JPEG%2F360_35705262_main_thumb_url_1733105453480.jpg
실감미디어로 보는 그림책 - 수박 수영장,2024.11.06.,2025.09.06.,중랑아트센터,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241112_21%2F1731395036163tBg9A_PNG%2F360_main_thumb_url_1731395036125.png
누구를 위해 창작하는가?,2024.11.15.,2025.06.08.,김종영미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250317_135%2F17421765411805zFIb_JPEG%2F360_35481502_main_thumb_url_1742176541081.jpg
사랑의 단상,2024.11.08.,2025.06.08.,뚝섬미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241101_219%2F17304257112010A0d3_JPEG%2F360_35470267_main_thumb_url_1730425711138.jpg
뉴욕의 거장들: 잭슨 폴록과 마크 로스코의 친구들,2025.01.10.,2025.07.12.,노원문화예술회관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241030_273%2F1730254435959XPA78_JPEG%2F360_35437739_main_thumb_url_1730254435940.jpg
"취향가옥: ART IN LIFE, LIFE IN ART",2024.11.15.,2025.05.18.,디뮤지엄,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241018_298%2F1729232600811HsSMs_JPEG%2F360_35403729_main_thumb_url_1729232600803.jpg
미피와 마법 우체통,2024.11.21.,2025.08.17.,인사센트럴뮤지엄,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240909_98%2F17258746279824kK55_JPEG%2F360_main_thumb_url_1725874627957.jpg
우연히 웨스 앤더슨 2,2024.10.18.,2025.04.13.,그라운드시소 센트럴,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250314_164%2F174192145619999Og5_JPEG%2F360_35178271_main_thumb_url_1741921456186.jpg
디즈니 100년 특별전,2024.10.18.,2025.06.01.,K현대미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240910_45%2F172595046160844U2G_JPEG%2F360_35137874_main_thumb_url_1725950461590.jpg
박노해 : 다른 오늘,2024.08.30.,2025.06.29.,라 카페 갤러리,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250210_105%2F1739175777694NiFII_JPEG%2F360_35134064_main_thumb_url_1739175777686.jpg
구름이 걷히니 달이 비치고 바람 부니 별이 빛난다,2024.08.15.,2025.04.30.,동대문디자인플라자,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240822_193%2F1724293337105FiEzE_JPEG%2F360_35117894_main_thumb_url_1724293337063.jpg
파리의 휴일,2024.07.13.,2025.06.01.,K현대미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240627_300%2F1719476658866I7F9N_JPEG%2F360_main_thumb_url_1719476658770.jpg
"달항아리를 만든 곳, 금사리",2024.06.25.,2025.06.22.,국립중앙박물관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240626_22%2F1719391906517JI3IQ_PNG%2F360_main_thumb_url_1719391906469.png
여러분에게 평화,2024.05.04.,2025.04.30.,전쟁과여성인권박물관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240528_134%2F17168809692227qiCE_PNG%2F360_main_thumb_url_1716880969202.png
투명하고 향기 나는 천사의 날개 빛깔처럼,2024.06.04.,2025.05.05.,서울시립 북서울미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240528_96%2F17168647679273sRiB_JPEG%2F360_main_thumb_url_1716864767883.jpg
나는 잘 지내고 있습니다,2024.06.08.,2025.06.01.,석파정 서울미술관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240528_120%2F17168644726930mpqv_JPEG%2F360_main_thumb_url_1716864472638.jpg
오늘 만난 토리,2024.05.23.,2025.05.22.,서울우리소리박물관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240528_155%2F17168619685735qjCa_PNG%2F360_main_thumb_url_1716861968554.png
요리소리노리체험전,2025.03.15.,2026.03.01.,육영재단 어린이회관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250325_15%2F1742871552505l705K_JPEG%2F360_32144127_main_thumb_url_1742871552484.jpg
현대미술 거장들의 공명,2025.04.02.,2025.09.28.,해든뮤지움,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250404_21%2F17437379681168GfqP_JPEG%2F360_main_thumb_url_1743737967944.jpg
"신선한 유산, 예술로 미래를 열다",2025.03.25.,2025.08.17.,부산근현대역사관 본관,https://search.pstatic.net/common?type=ofullfill&size=138x200&quality=95&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250402_44%2F1743574725513iBbdK_JPEG%2F360_main_thumb_url_1743574725495.jpg
